,Round,Arousal,Valance
0,0.0,-0.007629506755620241,0.4528782069683075
1,0.0,-0.03656445071101189,0.5485754013061523
2,0.0,-0.0314691886305809,0.42045682668685913
3,0.0,-0.018576297909021378,0.4068993628025055
4,0.0,-0.029170608147978783,0.4480476677417755
5,0.0,0.014687955379486084,0.45393499732017517
6,0.0,-0.009999577887356281,0.27535349130630493
7,0.0,-0.012784897349774837,0.4620489776134491
8,0.0,-0.009909580461680889,0.4695001244544983
9,0.0,-0.024244846776127815,0.43565833568573
10,0.0,-0.015950307250022888,0.5330537557601929
11,0.0,-0.04231688752770424,0.5752559304237366
12,0.0,-0.022377697750926018,0.573464572429657
13,0.0,-0.011031216941773891,0.4822846055030823
14,0.0,-0.03564796596765518,0.5318375825881958
15,0.0,-0.011502640321850777,0.6247100830078125
16,0.0,-0.010936996899545193,0.24004745483398438
17,0.0,0.040303561836481094,0.53701251745224
18,0.0,0.034322068095207214,0.46942368149757385
19,0.0,0.03218059614300728,0.5620210766792297
20,0.0,0.037031881511211395,0.5875466465950012
21,0.0,-0.01471022516489029,0.6151763200759888
22,0.0,0.0125505980104208,0.5938113331794739
23,0.0,0.010683932341635227,0.5744927525520325
24,0.0,0.011448857374489307,0.5926947593688965
25,0.0,0.014818177558481693,0.5935330390930176
26,1.0,0.04347136244177818,0.5771337747573853
27,1.0,0.05339359492063522,0.5674309730529785
28,1.0,0.03649553284049034,0.5952874422073364
29,1.0,0.016757987439632416,0.593292236328125
30,1.0,0.029181523248553276,0.6301470994949341
31,1.0,0.012318162247538567,0.6545473337173462
32,1.0,0.007477061823010445,0.6583528518676758
33,1.0,-0.0007373912376351655,0.6265754699707031
34,1.0,0.009742660447955132,0.6948984265327454
35,1.0,5.457550287246704e-05,0.6459280848503113
36,1.0,0.016745904460549355,0.5699906945228577
37,1.0,0.005577043630182743,0.5990403890609741
38,1.0,-0.003837219439446926,0.5683940052986145
39,1.0,0.057699594646692276,0.6562182307243347
40,1.0,0.0164804570376873,0.6051005125045776
41,1.0,0.0028434242121875286,0.622685968875885
42,1.0,0.0034012310206890106,0.574114978313446
43,1.0,0.023236878216266632,0.5405676960945129
44,1.0,0.18839356303215027,0.524662971496582
45,1.0,0.129158154129982,0.5616593956947327
46,1.0,0.14380593597888947,0.5869371294975281
47,1.0,0.10470294952392578,0.6034526824951172
48,1.0,0.026825563982129097,0.5462510585784912
49,1.0,-0.0030119323637336493,0.5894337296485901
50,1.0,-0.05054853484034538,0.7040958404541016
51,1.0,0.00045836338540539145,0.57662433385849
52,1.0,0.10850619524717331,0.2989436686038971
53,1.0,-0.023812036961317062,0.19043442606925964
54,1.0,-0.04178158566355705,0.1183873638510704
55,1.0,-0.001895060297101736,0.18129952251911163
56,2.0,-0.013497979380190372,0.5421597361564636
57,2.0,0.016300741583108902,0.5080966949462891
58,2.0,-0.06618358194828033,0.4026724100112915
59,2.0,-0.01672561839222908,0.48646408319473267
60,2.0,-0.01958576776087284,0.34636905789375305
61,2.0,-0.041778288781642914,0.05311198532581329
62,2.0,0.03466225042939186,0.30560415983200073
63,2.0,0.019084108993411064,0.2899371385574341
64,2.0,0.028620168566703796,0.3343907594680786
65,2.0,-0.0899948999285698,0.2311437577009201
66,2.0,0.04331350699067116,0.3309706449508667
67,2.0,0.0582168847322464,0.28499677777290344
68,2.0,0.03877447918057442,0.3977894186973572
69,2.0,-0.04930977150797844,0.2939758896827698
70,2.0,-0.007985816337168217,0.3296565115451813
71,2.0,0.03924684599041939,0.5792136788368225
72,2.0,0.03676845133304596,0.21355214715003967
73,2.0,-0.0029682873282581568,0.5880165696144104
74,2.0,-0.001679575303569436,0.08181720972061157
75,2.0,0.00340182869695127,0.453040212392807
76,2.0,0.012964919209480286,0.10652787983417511
77,2.0,0.0637311115860939,0.37727123498916626
78,2.0,0.02102584019303322,0.2674659490585327
79,2.0,-0.05210450664162636,0.3187679946422577
80,2.0,-0.05899885296821594,0.3560754954814911
81,2.0,-0.12055445462465286,0.2826120853424072
82,2.0,-0.02344668284058571,0.441804975271225
83,3.0,0.03078136220574379,0.4657799005508423
84,3.0,0.07424276322126389,0.4805675745010376
85,3.0,0.031894832849502563,0.5403144955635071
86,3.0,0.018759313970804214,0.5198948383331299
87,3.0,0.04443280026316643,0.5461713671684265
88,3.0,0.03317251801490784,0.5705763697624207
89,3.0,0.024337783455848694,0.5582887530326843
90,3.0,0.018733397126197815,0.4557076096534729
91,3.0,-0.001616975525394082,0.6178984642028809
92,3.0,0.016777416691184044,0.5590246915817261
93,3.0,0.018221892416477203,0.49038413166999817
94,3.0,0.03448486328125,0.4943188428878784
95,3.0,-0.05723956227302551,0.6043533682823181
96,3.0,-0.006865382194519043,0.5678074955940247
97,3.0,0.026810433715581894,0.48754939436912537
98,3.0,0.04733153432607651,0.45098748803138733
99,3.0,0.022921962663531303,0.43686339259147644
100,3.0,0.018569355830550194,0.4210660755634308
101,3.0,0.03778013586997986,0.44491106271743774
102,3.0,0.07233401387929916,0.39710670709609985
103,3.0,-0.0073224143125116825,0.4345828890800476
104,3.0,-0.013260751962661743,0.4916221797466278
105,3.0,0.020701192319393158,0.46588119864463806
